pattern, strength, component1, component2
I_desire_you_will_do_no_such_thing,2867,I_desire_you_will,_do_no_such_thing
ever_he_chooses_of_the_girls_th,2867,ever_he_choose,s_of_the_girls_th
t."__"You_are_overscrupulous_,2867,t."__"You_are,_overscrupulous_
ough_I_must_throw_in_a_good_,2867,ough_I_must_,throw_in_a_good_
_do_no_such_thing._Lizzy_,2867,_do_no_such_thing,._Lizzy_
s_of_the_girls_though_I_must_,2867,s_of_the_girls_th,ough_I_must_
throw_in_a_good_word_for_my,2867,throw_in_a_good_,word_for_my
some_as_Jane_nor_half_so_good,2867,some_as_Jane_,nor_half_so_good
._Sir_William_and_Lady_Lucas_are,2867,._Sir_Willia,m_and_Lady_Lucas_are
half_so_handsome_as_Jane_,2867,half_so_hand,some_as_Jane_
._Lizzy_is_not_a_bit_,2867,._Lizzy_,is_not_a_bit_
_my_hearty_consent_to_his_,2867,_my_hearty_,consent_to_his_
marrying_whichever_he_choose,2867,marrying_which,ever_he_choose
abuse_your_own_children_in_such_a_way?_,2867,abuse_your_own_chil,dren_in_such_a_way?_
ow__can__you_abuse_your_own_chil,2867,ow__can__you_,abuse_your_own_chil
_I_will_send_a_few_lines_by_you_,2867,_I_will_send_a_,few_lines_by_you_
few_lines_by_you_to_assure_him_of,2867,few_lines_by_you_,to_assure_him_of
is_not_a_bit_better_than_the_,2867,is_not_a_bit_,better_than_the_
m_and_Lady_Lucas_are_determined_to_,2867,m_and_Lady_Lucas_are,_determined_to_
dren_in_such_a_way?_You_take_delight_in_,2867,dren_in_such_a_way?_,You_take_delight_in_
_am_sure_she_is_not_half_so_hand,2867,_am_sure_she_is_not_,half_so_hand
word_for_my_little_Lizzy."__",2867,word_for_my,_little_Lizzy."__"
to_assure_him_of_my_hearty_,2867,to_assure_him_of,_my_hearty_
consent_to_his_marrying_which,2867,consent_to_his_,marrying_which
_overscrupulous_surely._I_dare_,2867,_overscrupulous_,surely._I_dare_
_little_Lizzy."__"I_desire_you_will,2867,_little_Lizzy."__",I_desire_you_will
it_no_newcomers._Indeed_you_must_,2867,it_no_newcomers._In,deed_you_must_
others_and_I_am_sure_she_is_not_,2867,others_and_I,_am_sure_she_is_not_
know_they_visit_no_newcomers._In,2867,know_they_vis,it_no_newcomers._In
t_will_be_no_use_to_us_if_twenty_,2869,t_will_be_no_,use_to_us_if_twenty_
use_to_us_if_twenty_such_should_come_s,2869,use_to_us_if_twenty_,such_should_come_s
d_herself_nervous._The_business_of_,2870,d_herself_nervou,s._The_business_of_
_she_was_discontented_she_fancie,2870,_she_was_dis,contented_she_fancie
Her__mind_was_less_difficult_to_,2870,Her__mind_was_le,ss_difficult_to_
contented_she_fancied_herself_nervou,2870,contented_she_fancie,d_herself_nervou
his_character.__Her__mind_was_le,2870,his_character.__,Her__mind_was_le
llowing_manner._Observing_his_se,2873,llowing_manner._Ob,serving_his_se
_disclosed_in_the_following_manner._Ob,2873,_disclosed_in_the_fo,llowing_manner._Ob
serving_his_second_daughter_employ,2874,serving_his_se,cond_daughter_employ
cond_daughter_employed_in_trimmin,2875,cond_daughter_employ,ed_in_trimmin
forget_mamma"_said_Elizabeth_"that_we,2876,forget_mamma"_said_E,lizabeth_"that_we
visit."__"But_you_forget_mamma"_said_E,2876,visit."__"But_you_,forget_mamma"_said_E
."__"No_more_have_I"_said_Mr._Benne,2877,."__"No_more_have_I,"_said_Mr._Benne
mised_to_introduce_him."__"I_do_not_,2877,mised_to_introduce,_him."__"I_do_not_
Mrs._Long_promised_to_introduce,2877,Mrs._Long_pro,mised_to_introduce
ypocritical_woman_and_I_have_no_op,2877,ypocritical_woman_,and_I_have_no_op
inion_of_her."__"No_more_have_I,2877,inion_of_her,."__"No_more_have_I
"_said_Mr._Bennet_"and_I_am_glad_to_,2877,"_said_Mr._Benne,t_"and_I_am_glad_to_
eces_of_her_own._She_is_a_selfish_h,2877,eces_of_her_own,._She_is_a_selfish_h
t_"and_I_am_glad_to_find_that_you_do_no,2877,t_"and_I_am_glad_to_,find_that_you_do_no
_him."__"I_do_not_believe_Mrs._Long_,2877,_him."__"I_do_not_,believe_Mrs._Long_
._She_is_a_selfish_hypocritical_woman_,2877,._She_is_a_selfish_h,ypocritical_woman_
or_Heavens_sake_Have_a_little_compass,2878,or_Heavens_sake_Hav,e_a_little_compass
ing_so_Kitty_for_Heavens_sake_Hav,2878,ing_so_Kitty_f,or_Heavens_sake_Hav
t_ball_to_be_Lizzy?"__"Tomorrow,2879,t_ball_to_be,_Lizzy?"__"Tomorrow
_Lizzy?"__"Tomorrow_fortnight."__"Aye_,2880,_Lizzy?"__"Tomorrow,_fortnight."__"Aye_
be_so_teasing?"__"I_honour_your_c,2883,be_so_teasing,?"__"I_honour_your_c
?"__"I_honour_your_circums,2883,?"__"I_honour_your_c,ircums
_take_it_on_myself."__The_girls_stared,2886,_take_it_on_myself,."__The_girls_stared
."__The_girls_stared_at_their_father,2886,."__The_girls_stared,_at_their_father
be_the_meaning_of_that_emphatic_ex,2887,be_the_meaning,_of_that_emphatic_ex
_of_that_emphatic_exclamation,2888,_of_that_emphatic_ex,clamation
_that_before?_If_I_had_known_as,2892,_that_before?,_If_I_had_known_as
_If_I_had_known_as_much_this_morning_,2892,_If_I_had_known_as,_much_this_morning_
first_tumult_of_joy_was_over_she_,2894,first_tumult_of_jo,y_was_over_she_
st_though_when_the_first_tumult_of_jo,2894,st_though_when_the_,first_tumult_of_jo
_acquaintance._Well_how_pleas,2896,_acquaintance,._Well_how_pleas
._Well_how_pleased_I_am_and_it_is_,2896,._Well_how_pleas,ed_I_am_and_it_is_
t_and_as_he_spoke_he_left_the_roo,2897,t_and_as_he_sp,oke_he_left_the_roo
oke_he_left_the_room_fatig,2898,oke_he_left_the_roo,m_fatig
band_any_satisfactory_descrip,2904,band_any_satisfact,ory_descrip
_was_sufficient_to_draw_from_her_hus,2904,_was_sufficient_to_,draw_from_her_hus
draw_from_her_husband_any_satisfact,2904,draw_from_her_hus,band_any_satisfact
_wondeThe_Project_Gutenberg,2909,_wondeThe_Pro,ject_Gutenberg
._He_was_quite_young_wondeThe_Pro,2909,._He_was_quite_young,_wondeThe_Pro
cluded_with_this_eBook_or_online_at_w,2910,cluded_with_this_,eBook_or_online_at_w
ms_of_the_Project_Gutenberg_License_in,2910,ms_of_the_Project_,Gutenberg_License_in
Gutenberg_License_included_with_this_,2910,Gutenberg_License_in,cluded_with_this_
ww.gutenberg.org___Tit,2910,ww.gutenberg.or,g___Tit
eBook_or_online_at_www.gutenberg.or,2910,eBook_or_online_at_w,ww.gutenberg.or
998_Last_updated_February_15_2,2912,998_Last_upd,ated_February_15_2
_EBook_1342_Release_Date_June_1,2912,_EBook_1342_Re,lease_Date_June_1
JUDICE__By_Jane_Austen____,2912,JUDICE__By_,Jane_Austen____
lease_Date_June_1998_Last_upd,2912,lease_Date_June_1,998_Last_upd
onymous_Volunteers______PRIDE_AND_PRE,2912,onymous_Volunteer,s______PRIDE_AND_PRE
015__Language_English____START_O,2912,015__Language,_English____START_O
_It_is_a_truth_universally_acknowl,2912,_It_is_a_truth_un,iversally_acknowl
iversally_acknowledged_that_a_sing,2912,iversally_acknowl,edged_that_a_sing
s______PRIDE_AND_PREJUDICE__By_,2912,s______PRIDE_AND_PRE,JUDICE__By_
ated_February_15_2015__Language,2912,ated_February_15_2,015__Language
hor_Jane_Austen__Posting_Date_A,2912,hor_Jane_Auste,n__Posting_Date_A
n__Posting_Date_August_26_2008,2912,n__Posting_Date_A,ugust_26_2008
_English____START_OF_THIS_PROJEC,2912,_English____START_O,F_THIS_PROJEC
ugust_26_2008_EBook_1342_Re,2912,ugust_26_2008,_EBook_1342_Re
_PRIDE_AND_PREJUDICE______Produced_by_An,2912,_PRIDE_AND_PREJUDICE,______Produced_by_An
______Produced_by_Anonymous_Volunteer,2912,______Produced_by_An,onymous_Volunteer
heard_that_Netherfield_Park_is_,2914,heard_that_N,etherfield_Park_is_
etherfield_Park_is_let_at_last?",2914,etherfield_Park_is_,let_at_last?"
returned_she_"for_Mrs._Long_has_,2915,returned_she_"for_Mr,s._Long_has_
_"But_it_is"_returned_she_"for_Mr,2915,_"But_it_is"_,returned_she_"for_Mr
wife_impatiently.__"_You__want_to_,2918,wife_impatiently.__",_You__want_to_
_it?"_cried_his_wife_impatiently.__",2918,_it?"_cried_his_,wife_impatiently.__"
d_that_he_came_down_on_Monday_in_,2920,d_that_he_came_,down_on_Monday_in_
down_on_Monday_in_a_chaise_and_fou,2920,down_on_Monday_in_,a_chaise_and_fou
it_that_he_agreed_with_Mr._Morris_im,2921,it_that_he_agree,d_with_Mr._Morris_im
d_with_Mr._Morris_immediately_,2922,d_with_Mr._Morris_im,mediately_
and_was_so_much_,2924,,
at_Netherfield_is_,2924,at_Netherfield,_is_
says_th,2924,,
d_this_truth,2924,d_this_,truth
or_single?"__"Oh_Single_my_dear_,2925,or_single?"__"Oh_S,ingle_my_dear_
s_he_married_or_single?"__"Oh_S,2925,s_he_married_,or_single?"__"Oh_S
affect_them?"__"My_dear_Mr._Benne,2926,affect_them?"__",My_dear_Mr._Benne
?_How_can_it_affect_them?"__",2926,?_How_can_it_,affect_them?"__"
he_comes."__"I_see_no_occasion_,2929,he_comes."__"I_se,e_no_occasion_
_as_soon_as_he_comes."__"I_se,2929,_as_soon_as_,he_comes."__"I_se
._When_a_woman_has_five_grownup_dau,2930,._When_a_woman_,has_five_grownup_dau
has_five_grownup_daughters_she_ought_,2930,has_five_grownup_dau,ghters_she_ought_
t_,2937,,
which_perhaps_,2940,which_,perhaps_
will_be_still_,2940,,
often_much_,2954,,
woman_has_not_,2954,woman_,has_not_
s_into_the_,2955,s_in,to_the_
_respect_for_,2987,,
have_a_high,2987,,
friends.,2988,,
on_them_with_,2989,,
my_dear_,2996,,
_she_had_,3023,_she_,had_
no_knowledge_,3023,,
Mr._Bingley_,3028,Mr._Bingle,y_
_"I_hop,3028,_"I,_hop
ies_and_that_,3034,,
will_do_any_,3035,will_do_,any_
will_not_know_,3050,will,_not_know_
e_Mr._Bingley_,3052,e_Mr._Bingle,y_
ne_cannot_,3057,,
know_what_a_man,3057,know_what,_a_man
I_cer,3091,I,_cer
tainly_would_not_,3091,tainly_,would_not_
it_was_in,3099,,
Mr._Bennet_But,3100,Mr._Bennet_,But
se"_said_Mr._Benne,3107,se,"_said_Mr._Benne
you_choo,3107,you_,choo
_the_youngest_I,3123,_the_young,est_I
Mr._Bennet_,3179,Mr._Benne,t_
_you_,3225,_,you_
delighted_with_,3424,delight,ed_with_
you_menti,3488,you_m,enti
_I_have_heard_,3488,,
you_,3531,,
for_she_,3550,for_,she_
her_to_,3550,,
introduce_him_,3550,,
_you_my_dear_,3599,_you_,my_dear_
neighbourhoo,4080,neighbou,rhoo
my_dear_that_when_there_,4670,my_dear_,that_when_there_
_and_see_Mr._Bingley_,4790,_and_see_,Mr._Bingley_
when_he_comes_into_the_,4790,when_he_come,s_into_the_
Mr._Bingley_when_he_come,4790,Mr._Bingley_,when_he_come
m_ill."__"I_do_not_cough_for_my_own_am,4797,m_ill."__"I_do_not_,cough_for_my_own_am
and_I_have_no_opinion_of_her,4797,and_I_have_no_op,inion_of_her
cried_her_mother_"and_Mrs._Long_,4797,cried_her_mother,_"and_Mrs._Long_
er_"she_times_them_ill."__"I_do_not_,4797,er_"she_times_the,m_ill."__"I_do_not_
so_it_is"_cried_her_mother,4797,so_it_is"_,cried_her_mother
ion_on_my_nerves._You_tear,4797,ion_on_my_nerves.,_You_tear
does_not_come_back_till_the_day_be,4797,does_not_come_back_,till_the_day_be
."__Mrs._Bennet_deigned_,4797,."__Mrs._Benne,t_deigned_
__do_not_venture_somebody_els,4797,__do_not_venture_s,omebody_els
Then_my_dear_you_may_have_the_ad,4797,Then_my_dear_you_m,ay_have_the_ad
_them_to_pieces."__"Kitty_ha,4797,_them_to_pieces,."__"Kitty_ha
will_do_any_such_thing._She_ha,4797,will_do_any_,such_thing._She_ha
_really_is_by_the_end_of_a_,4797,_really_is_by_,the_end_of_a_
not_to_make_any_reply_but_u,4797,not_to_make_any_re,ply_but_u
hen_is_your_next_ball_to_be,4797,hen_is_your_nex,t_ball_to_be
keep_coughing_so_Kitty_f,4797,keep_cough,ing_so_Kitty_f
_fortnight."__"Aye_so_it_is"_,4797,_fortnight."__"Aye_,so_it_is"_
_one_of_her_daughters.__"Dont_,4797,_one_of_her_,daughters.__"Dont_
impossible_when_I_am_not_acquaint,4797,impossible_when_I_a,m_not_acquaint
s"_said_her_father_"she_times_the,4797,s"_said_her_fath,er_"she_times_the
e_a_little_compassion_on_my_nerves.,4797,e_a_little_compass,ion_on_my_nerves.
vantage_of_your_friend_and_in,4797,vantage_of_your_,friend_and_in
fortnight._But_if__we,4797,fortnight._Bu,t_if__we
gan_scolding_one_of_her_,4797,gan_scolding,_one_of_her_
him_herself."__"Then_my_dear_you_m,4797,him_herself."__",Then_my_dear_you_m
_in_her_coughs"_said_her_fath,4797,_in_her_cough,s"_said_her_fath
_"and_Mrs._Long_does_not_come_back_,4797,_"and_Mrs._Long_,does_not_come_back_
t_deigned_not_to_make_any_re,4797,t_deigned_,not_to_make_any_re
find_that_you_do_not_depend_on,4797,find_that_you_do_no,t_depend_on
y_little._One_cannot_,4797,y_little._O,ne_cannot_
ircumspection._A_fort,4797,ircums,pection._A_fort
"_replied_Kitty_fretfully._"W,4797,"_replied_Kitty_fre,tfully._"W
_her_serving_you."__Mrs._Benne,4797,_her_serving_you,."__Mrs._Benne
n_herself_began_scolding,4797,n_herself_be,gan_scolding
ay_have_the_advantage_of_your_,4797,ay_have_the_ad,vantage_of_your_
daughters.__"Dont_keep_cough,4797,daughters.__"Dont_,keep_cough
ply_but_unable_to_contai,4797,ply_but_u,nable_to_contai
such_thing._She_has_two_ni,4797,such_thing._She_ha,s_two_ni
cough_for_my_own_amusement,4797,cough_for_my_own_am,usement
s_two_nieces_of_her_own,4797,s_two_ni,eces_of_her_own
usement"_replied_Kitty_fre,4797,usement,"_replied_Kitty_fre
friend_and_introduce_Mr._Bingle,4797,friend_and_in,troduce_Mr._Bingle
s_no_discretion_in_her_cough,4797,s_no_discretion,_in_her_cough
fore_so_it_will_be_impossible_for_,4797,fore_so_it_will_be,_impossible_for_
t_if__we__do_not_venture_s,4797,t_if__we,__do_not_venture_s
_how_can_you_be_so_teasing,4797,_how_can_you_,be_so_teasing
m_not_acquainted_with_him_myself,4797,m_not_acquaint,ed_with_him_myself
pection._A_fortnights_acquaintanc,4797,pection._A_fort,nights_acquaintanc
till_the_day_before_so_it_will_be,4797,till_the_day_be,fore_so_it_will_be
y_to__her_."__"Impossible_,4797,y_to__her_."__"I,mpossible_
know_what_a_man_really_is_by_,4797,know_what_a_man,_really_is_by_
nable_to_contain_herself_be,4797,nable_to_contai,n_herself_be
Mr._Bennet_impossible_when_I_a,4797,Mr._Bennet_,impossible_when_I_a
."__"Kitty_has_no_discretion,4797,."__"Kitty_ha,s_no_discretion
omebody_else_will_and_a,4797,omebody_els,e_will_and_a
the_end_of_a_fortnight._Bu,4797,the_end_of_a_,fortnight._Bu
ed_with_him_myself_how_can_you_,4797,ed_with_him_myself,_how_can_you_
tfully._"When_is_your_nex,4797,tfully._"W,hen_is_your_nex
mpossible_Mr._Bennet_,4797,mpossible_,Mr._Bennet_
e_is_certainly_very_little._O,4797,e_is_certainly_ver,y_little._O
will_not_know_him_herself."__",4797,will_not_know_,him_herself."__"
t_depend_on_her_serving_you,4797,t_depend_on,_her_serving_you
nights_acquaintance_is_certainly_ver,4797,nights_acquaintanc,e_is_certainly_ver
_You_tear_them_to_pieces,4797,_You_tear,_them_to_pieces
troduce_Mr._Bingley_to__her_."__"I,4797,troduce_Mr._Bingle,y_to__her_."__"I
ness_if_you_decline_the_,4798,ness_if_you_,decline_the_
decline_the_office_I_will,4798,decline_the_,office_I_will
s_must_stand_their_chance_and_,4798,s_must_stand,_their_chance_and_
._Mrs._Bennet_said_only_"Nonsens,4798,._Mrs._Bennet_said,_only_"Nonsens
_their_chance_and_therefore_as_,4798,_their_chance_and_,therefore_as_
an_act_of_kindness_if_you_,4798,an_act_of_kind,ness_if_you_
fter_all_Mrs._Long_and_her_neice,4798,fter_all_Mrs._Long_,and_her_neice
she_will_think_it_an_act_of_kind,4798,she_will_think_it_,an_act_of_kind
therefore_as_she_will_think_it_,4798,therefore_as_,she_will_think_it_
e_will_and_after_all_Mrs._Long_,4798,e_will_and_a,fter_all_Mrs._Long_
office_I_will_take_it_on_myself,4798,office_I_will,_take_it_on_myself
_at_their_father._Mrs._Bennet_said,4798,_at_their_father,._Mrs._Bennet_said
and_her_neices_must_stand,4798,and_her_neice,s_must_stand
_only_"Nonsense_nonsen,4799,_only_"Nonsens,e_nonsen
e_nonsense"__"What_can_,4799,e_nonsen,se"__"What_can_
clamation?"_cried_he._",4799,clamation,?"_cried_he._"
se"__"What_can_be_the_meaning,4799,se"__"What_can_,be_the_meaning
?"_cried_he._"Do_you_consider_the_,4800,?"_cried_he._",Do_you_consider_the_
_cannot_quite_agree_with_you__the,4801,_cannot_quite_,agree_with_you__the
Do_you_consider_the_forms_of_introduc,4801,Do_you_consider_the_,forms_of_introduc
Mary?_For_you_are_a_young,4801,Mary?_For,_you_are_a_young
_lady_of_deep_reflecti,4801,_lady_of_de,ep_reflecti
id_on_them_as_nonsense?_I,4801,id_on_them_as_,nonsense?_I
nonsense?_I_cannot_quite_,4801,nonsense?_I,_cannot_quite_
that_is_laid_on_them_as_,4801,that_is_la,id_on_them_as_
agree_with_you__there_._What_say_you_,4801,agree_with_you__the,re_._What_say_you_
tion_and_the_stress_that_is_la,4801,tion_and_the_stress_,that_is_la
re_._What_say_you_Mary?_For,4801,re_._What_say_you_,Mary?_For
forms_of_introduction_and_the_stress_,4801,forms_of_introduc,tion_and_the_stress_
_you_are_a_young_lady_of_de,4801,_you_are_a_young,_lady_of_de
ep_reflection_I_know_,4802,ep_reflecti,on_I_know_
to_say_something_sensible_but_k,4803,to_say_something_se,nsible_but_k
_extracts."__Mary_wished_,4803,_extract,s."__Mary_wished_
his_wife.__"I_am_sorry_to_,4803,his_wife.__"I_am_,sorry_to_
s."__Mary_wished_to_say_something_se,4803,s."__Mary_wished_,to_say_something_se
Mr._Bingley"_cried_his_wife.__"I_am_,4803,Mr._Bingley"_cried_,his_wife.__"I_am_
new_not_how.__"While_,4803,new_not_how,.__"While_
Mary_is_adjusting_her_ide,4803,Mary_is_adju,sting_her_ide
n_to_Mr._Bingley."__"I_am_sick_of_,4803,n_to_Mr._Bingle,y."__"I_am_sick_of_
nsible_but_knew_not_how,4803,nsible_but_k,new_not_how
at_books_and_make_extract,4803,at_books_and_make,_extract
as"_he_continued_"let_us_retur,4803,as"_he_continu,ed_"let_us_retur
y."__"I_am_sick_of_Mr._Bingley"_cried_,4803,y."__"I_am_sick_of_,Mr._Bingley"_cried_
ed_"let_us_return_to_Mr._Bingle,4803,ed_"let_us_retur,n_to_Mr._Bingle
and_read_great_books_and_make,4803,and_read_gre,at_books_and_make
sting_her_ideas"_he_continu,4803,sting_her_ide,as"_he_continu
on_I_know_and_read_gre,4803,on_I_know_,and_read_gre
.__"While_Mary_is_adju,4803,.__"While_,Mary_is_adju
ut_why_did_not_you_tell_me,4804,ut_why_d,id_not_you_tell_me
sorry_to_hear__that__b,4804,sorry_to_,hear__that__b
hear__that__but_why_d,4804,hear__that__b,ut_why_d
id_not_you_tell_me_that_before?,4804,id_not_you_tell_me,_that_before?
_much_this_morning_I_cer,4805,_much_this_morning_,I_cer
I_have_actually_paid_the_visit_we_,4805,I_have_actually_paid,_the_visit_we_
lucky_but_as_I_have_actually_paid,4805,lucky_but_as_,I_have_actually_paid
._It_is_very_unlucky_but_as_,4805,._It_is_very_un,lucky_but_as_
_the_visit_we_cannot_esca,4805,_the_visit_we_,cannot_esca
tainly_would_not_have_called_on_him,4805,tainly_would_not_,have_called_on_him
have_called_on_him._It_is_very_un,4805,have_called_on_him,._It_is_very_un
cannot_escape_the_acquaintanc,4805,cannot_esca,pe_the_acquaintanc
pe_the_acquaintance_now."__The_ast,4806,pe_the_acquaintanc,e_now."__The_ast
onishment_of_the_ladies_,4806,onishment_of_,the_ladies_
e_now."__The_astonishment_of_,4806,e_now."__The_ast,onishment_of_
the_ladies_was_just_what_he_w,4807,the_ladies_,was_just_what_he_w
was_just_what_he_wished_that_of_Mrs,4807,was_just_what_he_w,ished_that_of_Mrs
y_was_over_she_began_to_,4807,y_was_over_she_,began_to_
surpassing_the_rest_though_when_the_,4807,surpassing_the_re,st_though_when_the_
._Bennet_perhaps_surpassing_the_re,4807,._Bennet_perhaps_,surpassing_the_re
ished_that_of_Mrs._Bennet_perhaps_,4807,ished_that_of_Mrs,._Bennet_perhaps_
declare_that_it_was_what_she_had_ex,4808,declare_that_it_,was_what_she_had_ex
began_to_declare_that_it_,4808,began_to_,declare_that_it_
was_what_she_had_expected_all_the_,4808,was_what_she_had_ex,pected_all_the_
pected_all_the_while.__"How_good_,4809,pected_all_the_,while.__"How_good_
while.__"How_good_it_was_in,4809,while.__"How_good_,it_was_in
ect_such_an_acquaintance,4810,ect_such_an,_acquaintance
persuade_you_at_last._I_was_,4810,persuade,_you_at_last._I_was_
sure_you_loved_your_girls_too_,4810,sure_you_loved_you,r_girls_too_
r_girls_too_well_to_negl,4810,r_girls_too_,well_to_negl
Kitty_you_may_cough_as_much_as_,4810,Kitty_you_may_cou,gh_as_much_as_
should_have_gone_this_morning_and_ne,4810,should_have_gone,_this_morning_and_ne
d_about_it_till_now."__"Now_,4810,d_about_it_till,_now."__"Now_
_now."__"Now_Kitty_you_may_cou,4810,_now."__"Now_,Kitty_you_may_cou
Mr._Bennet_But_I_knew_I_should_,4810,Mr._Bennet_But,_I_knew_I_should_
_you_at_last._I_was_sure_you_loved_you,4810,_you_at_last._I_was_,sure_you_loved_you
joke_too_that_you_should_have_gone,4810,joke_too_that_you_,should_have_gone
gh_as_much_as_you_choo,4810,gh_as_much_as_,you_choo
such_a_good_joke_too_that_you_,4810,such_a_good_,joke_too_that_you_
ver_said_a_word_about_it_till,4810,ver_said_a_wor,d_about_it_till
_I_knew_I_should_persuade,4810,_I_knew_I_should_,persuade
se"_said_Mr._Bennet_and_as_he_sp,4810,se"_said_Mr._Benne,t_and_as_he_sp
ed_I_am_and_it_is_such_a_good_,4810,ed_I_am_and_it_is_,such_a_good_
well_to_neglect_such_an,4810,well_to_negl,ect_such_an
m_fatigued_with_the_rap,4810,m_fatig,ued_with_the_rap
_this_morning_and_never_said_a_wor,4810,_this_morning_and_ne,ver_said_a_wor
At_our_time_of_life_it_is_not_so_,4811,At_our_time_of,_life_it_is_not_so_
."__"Oh"_said_Lydia_stout,4811,."__"Oh"_said_,Lydia_stout
_she_when_the_door_was_shut,4811,_she_when_the_door_,was_shut
_are__the_youngest_I_dare_say,4811,_are__the_youngest_I,_dare_say
_love_though_you__are__the_youngest_I,4811,_love_though_you_,_are__the_youngest_I
_life_it_is_not_so_pleasant_I_can_,4811,_life_it_is_not_so_,pleasant_I_can_
_you_will_ever_make_him_amends_f,4811,_you_will_ever_make,_him_amends_f
tell_you_to_be_making_new_acquaintance,4811,tell_you_to_be_mak,ing_new_acquaintance
you_have_girls"_said_she_when_the_door_,4811,you_have_girls"_said,_she_when_the_door_
e.__"What_an_excellent_father_,4811,e.__"What_an,_excellent_father_
me_either_for_that_matter._,4811,me_either_,for_that_matter._
we_would_do_anything._Lydia_my,4811,we_would_do_any,thing._Lydia_my
pleasant_I_can_tell_you_to_be_mak,4811,pleasant_I_can_,tell_you_to_be_mak
or_his_kindness_or_me_either_,4811,or_his_kindness_or_,me_either_
_Mr._Bingley_will_dance_with_you_,4811,_Mr._Bingley_will_,dance_with_you_
at_the_next_ball."__"Oh"_said_,4811,at_the_next_ball,."__"Oh"_said_
afraid_for_though_I__am_,4811,afraid_for_thou,gh_I__am_
_dare_say_Mr._Bingley_will_,4811,_dare_say,_Mr._Bingley_will_
_him_amends_for_his_kindness_or_,4811,_him_amends_f,or_his_kindness_or_
was_shut._"I_do_not_know_how,4811,was_shut,._"I_do_not_know_how
gh_I__am__the_youngest_I,4811,gh_I__am_,_the_youngest_I
ued_with_the_raptures_of_his_wif,4811,ued_with_the_rap,tures_of_his_wif
tures_of_his_wife.__"What_an,4811,tures_of_his_wif,e.__"What_an
for_your_sakes_we_would_do_any,4811,for_your_sakes_,we_would_do_any
dance_with_you_at_the_next_ball,4811,dance_with_you_,at_the_next_ball
ing_new_acquaintances_every_day_but_,4811,ing_new_acquaintance,s_every_day_but_
._"I_do_not_know_how_you_will_ever_make,4811,._"I_do_not_know_how,_you_will_ever_make
_excellent_father_you_have_girls"_said,4811,_excellent_father_,you_have_girls"_said
for_that_matter._At_our_time_of,4811,for_that_matter._,At_our_time_of
Lydia_stoutly_"I_am_not_,4811,Lydia_stout,ly_"I_am_not_
ly_"I_am_not_afraid_for_thou,4811,ly_"I_am_not_,afraid_for_thou
thing._Lydia_my_love_though_you_,4811,thing._Lydia_my,_love_though_you_
s_every_day_but_for_your_sakes_,4811,s_every_day_but_,for_your_sakes_
_the_youngest_Im_the_tall,4812,_the_youngest_I,m_the_tall
est."__The_rest_of_the_evening_,4813,est."__The_,rest_of_the_evening_
rest_of_the_evening_was_spent_in_con,4813,rest_of_the_evening_,was_spent_in_con
should_ask_him_to_dinner.__,4813,should_ask_him_to_,dinner.__
dinner.____Chapter_3_,4813,dinner.__,__Chapter_3_
__Chapter_3___Not_all_that_,4813,__Chapter_3_,__Not_all_that_
jecturing_how_soon_he_would_,4813,jecturing_,how_soon_he_would_
how_soon_he_would_return_Mr._Bennets_,4813,how_soon_he_would_,return_Mr._Bennets_
return_Mr._Bennets_visit_and_deter,4813,return_Mr._Bennets_,visit_and_deter
visit_and_determining_when_they_,4813,visit_and_deter,mining_when_they_
m_the_tallest."__The_,4813,m_the_tall,est."__The_
was_spent_in_conjecturing_,4813,was_spent_in_con,jecturing_
mining_when_they_should_ask_him_to_,4813,mining_when_they_,should_ask_him_to_
_daughters_could_ask_on_the_subject,4814,_daughters_could_,ask_on_the_subject
ask_on_the_subject_was_sufficient_to_,4814,ask_on_the_subject,_was_sufficient_to_
e_of_her_five_daughters_could_,4814,e_of_her_five,_daughters_could_
_with_the_assistance_of_her_five,4814,_with_the_assistanc,e_of_her_five
__Not_all_that_Mrs._Bennet_however,4814,__Not_all_that_,Mrs._Bennet_however
Mrs._Bennet_however_with_the_assistanc,4814,Mrs._Bennet_however,_with_the_assistanc
ory_description_of_Mr._Bingley,4815,ory_descrip,tion_of_Mr._Bingley
tion_of_Mr._Bingley._They_att,4816,tion_of_Mr._Bingley,._They_att
._They_attacked_him_in,4817,._They_att,acked_him_in
th_barefaced_questions_,4817,th_bar,efaced_questions_
_various_wayswith_bar,4817,_various_wayswi,th_bar
acked_him_in_various_wayswi,4817,acked_him_in,_various_wayswi
efaced_questions_ingenious_,4818,efaced_questions_,ingenious_
es_but_he_eluded_the_skill,4819,es_but_he_elu,ded_the_skill
last_obliged_to_accept_the_second,4819,last_obliged_to_acc,ept_the_second
ingenious_suppositions_and_,4819,ingenious_,suppositions_and_
hey_were_at_last_obliged_to_acc,4819,hey_were_at_,last_obliged_to_acc
distant_surmises_but_he_elu,4819,distant_surmis,es_but_he_elu
ded_the_skill_of_them_all_and_t,4819,ded_the_skill,_of_them_all_and_t
_of_them_all_and_they_were_at_,4819,_of_them_all_and_t,hey_were_at_
suppositions_and_distant_surmis,4819,suppositions_and_,distant_surmis
ept_the_secondhand_intelligence_,4820,ept_the_second,hand_intelligence_
_may_copy_it_give_it_away,4820,_may_copy_,it_give_it_away
_or_reuse_it_under_the_ter,4820,_or_reuse_it_,under_the_ter
